,title,artists,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
886,Why Tell Me Why,Anita Meyer,spotify:track:06c2L1gFGjdtqIDZ9lleH5,0.649,0.77,1,-5.779,0,0.0591,0.234,0.0,0.587,0.382,112.344,213773,4
887,De Vondeling Van Ameland,Boudewijn de Groot,spotify:track:67N7gtrmUKh7GXAJpgsp73,0.385,0.347,0,-9.899,1,0.0296,0.667,0.000313,0.108,0.157,109.967,305973,4
888,Human,Rag'n'Bone Man,spotify:track:58zsLZPvfflaiIbNWoA22O,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,200187,4
889,Just A Little Bit Of Peace In My Heart,Golden Earring,spotify:track:5oZzQ1ZMxmJkXlCUDJ22qO,0.272,0.724,9,-6.381,0,0.0325,0.00684,1.01e-05,0.0601,0.259,94.599,319773,4
890,Snow (Hey Oh),Red Hot Chili Peppers,spotify:track:2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4
891,Alles Geprobeerd,Het Goede Doel,spotify:track:3yBuEy5DmmV4tRL5ASRxlE,0.589,0.559,10,-14.987,1,0.0396,0.101,0.223,0.0756,0.846,76.341,387907,4
892,Hald Mich 'S Vas,Neet oét Lottum,spotify:track:20yjgzUpdqsYAMykkEWipE,0.291,0.535,7,-8.018,1,0.0425,0.294,0.0,0.12,0.155,179.262,250733,3
893,Supermassive Black Hole,Muse,spotify:track:3lPr8ghNDBLc2uZovNyLs9,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,4
894,High Hopes,Pink Floyd,spotify:track:5a4MgIUSf9K8wXLSm6xPEx,0.519,0.413,0,-12.535,0,0.0251,0.205,0.152,0.351,0.267,75.219,510965,4
895,Under The Pressure,The War On Drugs,spotify:track:5j58jhAFzAy0keSuQYsQBn,0.324,0.71,6,-6.545,1,0.0297,0.309,0.173,0.132,0.195,134.385,532307,4
896,Mutter,Rammstein,spotify:track:3Yj9lNYD0su1mbTtA1ktat,0.491,0.616,4,-6.53,1,0.0349,0.0152,0.00045,0.125,0.0824,116.145,268600,4
897,Plug in Baby,Muse,spotify:track:6ZaeEREIyyHSwiC9icMLta,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,4
898,"Aan De Kust - Live From The Nighttrain,Netherlands/1988",BLØF,spotify:track:3QNcM2MwPBLQh1nNo73U9k,0.481,0.618,4,-7.362,0,0.0338,0.579,0.0,0.922,0.382,77.856,230227,4
899,De Echte Vent,Racoon,spotify:track:01MCHGtGZHtYVeVUNqgMbC,0.641,0.349,6,-7.569,1,0.0264,0.823,7.17e-05,0.125,0.412,92.445,235263,4
900,Albatross - 2018 Master,Fleetwood Mac,spotify:track:3iTkd7x5X2LIVKu7JNwqHR,0.321,0.0631,6,-21.616,0,0.0351,0.833,0.83,0.141,0.264,135.605,191107,4
901,The Great Gig in the Sky,Pink Floyd,spotify:track:2TjdnqlpwOjhijHCwHCP2d,0.274,0.217,5,-13.814,1,0.0345,0.767,0.896,0.0832,0.181,116.334,283872,4
902,Breaking the Habit,Linkin Park,spotify:track:6n8TMVyFKoUmDc4apxceRD,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,196907,4
903,Levels - Original Version,Avicii,spotify:track:6Xe9wT5xeZETPwtaP2ynUz,0.602,0.834,1,-6.573,0,0.0358,0.0297,0.887,0.34,0.353,125.99,338867,4
904,Patience,Guns N' Roses,spotify:track:1OEoNpiyqBghuEUaT6Je6U,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,354880,4
905,Lost,Anouk,spotify:track:3DDeQ8TedL00TiIV5NmFrn,0.518,0.254,7,-10.377,1,0.0281,0.222,0.000858,0.136,0.136,89.911,222400,3
906,Foto Van Vroeger,Rob De Nijs,spotify:track:2WIBgSc2K8bvTrc8SuEkOA,0.454,0.483,9,-9.669,1,0.033,0.635,0.0,0.212,0.165,89.13,279253,4
907,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5,spotify:track:3p4WMekidOIiyf8SFvfrIC,0.807,0.396,11,-7.415,1,0.0545,0.855,0.0,0.0805,0.7,91.159,189486,4
908,Chan Chan,Buena Vista Social Club,spotify:track:5sbw5zIz9ck2pOEDXUR0QU,0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,256653,4
909,I Walk the Line,Johnny Cash,spotify:track:7hxZF4jETnE5Q75rKQnMjE,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533,4
910,The Trooper - 2015 Remaster,Iron Maiden,spotify:track:1Ab3hhOw1TJWDgO10vlxNZ,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,4
911,Dochters,Marco Borsato,spotify:track:2y3lznWjrmXHD8rXEcfEhT,0.644,0.523,7,-9.787,1,0.0304,0.568,0.0,0.111,0.358,127.941,270467,4
912,Het Werd Zomer,Rob De Nijs,spotify:track:7J7fNdedcP2urV48omGkHu,0.352,0.532,2,-9.924,1,0.0362,0.284,0.0,0.178,0.4,136.013,247815,4
913,Toen Ik Je Zag - Single Version,Hero,spotify:track:0PynPGqWuKWpxoAKZvRA0t,0.38,0.195,5,-13.698,1,0.0327,0.705,4.26e-06,0.301,0.133,102.891,205093,1
914,Belle Hélène,Doe Maar,spotify:track:46LNQvIkDX7hs0M466DD6h,0.737,0.555,2,-10.423,0,0.0376,0.112,0.00023,0.0755,0.976,137.912,169613,4
915,Amigo,Chef'Special,spotify:track:34kDTlRxUf9e2UDOnii0J5,0.518,0.921,6,-4.06,1,0.0628,0.012,5.98e-06,0.312,0.626,145.004,182175,4
916,Crazy Little Thing Called Love - Remastered 2011,Queen,spotify:track:35ItUJlMtjOQW3SSiTCrrw,0.599,0.762,0,-6.887,1,0.0423,0.714,4.43e-06,0.35,0.715,76.961,163373,4
917,Starlight,Michael Jackson,spotify:track:4WGwTL5HIiaw5OIFnwgCR9,0.701,0.837,11,-5.614,1,0.0384,0.123,2.08e-05,0.0884,0.636,117.448,303773,4
918,Conquest of Paradise,Vangelis,spotify:track:5avVpUakfMHD6qGpaH26CF,0.43,0.295,2,-14.255,1,0.0283,0.698,0.569,0.226,0.159,74.014,278200,3
919,Lullaby - 2010 Remaster,The Cure,spotify:track:4d4oXk7O2lEhZ83ivV93li,0.718,0.557,9,-10.679,1,0.0328,0.185,0.707,0.055,0.586,94.095,249880,4
920,Rosanna,TOTO,spotify:track:37BTh5g05cxBIRYMbw8g2T,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200,4
921,Wake Me up When September Ends,Green Day,spotify:track:3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,4
922,Voulez-Vous,ABBA,spotify:track:17OqI90oTFZ3J8PVu6j07V,0.708,0.774,11,-6.931,0,0.0372,0.149,0.00109,0.169,0.903,126.636,309173,4
923,Joan Of Arc (Maid Of Orleans),Orchestral Manoeuvres In The Dark,spotify:track:2RKRJ63BU2LCB1G30dAa6P,0.522,0.533,8,-14.142,1,0.0342,0.0724,0.69,0.0456,0.348,109.649,252307,3
924,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,spotify:track:2fDHuS1PTkHBbCWWZF1ph9,0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653,4
925,Nao 't Zuuje,Lex Uiting,spotify:track:3BUgjvAv6dbJQcAlkXEHot,0.255,0.525,7,-5.996,1,0.0365,0.392,0.0,0.0457,0.451,189.981,212526,3
926,A Horse with No Name,America,spotify:track:54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4
927,Halt mich,Herbert Grönemeyer,spotify:track:5zuWCYgg7PbIB1ytoaSbLP,0.294,0.442,9,-7.127,1,0.032,0.788,0.00472,0.0845,0.158,104.409,207480,4
928,Strong,London Grammar,spotify:track:0QMK2WVjKy3iKdqajgDB1P,0.57,0.397,10,-11.091,1,0.0322,0.737,3.54e-05,0.082,0.297,78.013,265613,4
929,I Feel Love,Donna Summer,spotify:track:1vCBk33l9HaWp5FOnhSGxk,0.674,0.711,0,-15.581,1,0.0423,0.031,0.691,0.0925,0.961,126.696,355173,4
930,Where Did You Sleep Last Night,Nirvana,spotify:track:551qy5vUgrUfEUc4dCNfht,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,306067,3
931,Binnen Zonder Kloppen,De Dijk,spotify:track:0Xo3PyWgl91F1H4T6Op0AL,0.728,0.555,5,-10.33,1,0.037,0.187,0.000173,0.101,0.557,117.46,285440,4
932,Rockin' In The Free World,Neil Young,spotify:track:4HG3iDrInYahNl3UX0BKCx,0.383,0.649,2,-10.974,0,0.0497,0.769,0.81,0.942,0.37,130.131,320400,4
933,Ze Huilt Maar Ze Lacht,Maan,spotify:track:0JWaEkQmU8oaSukOBCbrJC,0.56,0.36,8,-13.116,1,0.0336,0.853,9.92e-06,0.112,0.178,78.08,186618,4
934,Het het nog nooit zo donker west,Ede Staal,spotify:track:2b5Xs4Di9YOx4xHgfk07J2,0.62,0.206,3,-20.42,1,0.0315,0.58,0.0,0.089,0.423,98.105,274267,4
935,I Bet You Look Good On The Dancefloor,Arctic Monkeys,spotify:track:29EkMZmUNz1WsuzaMtVo1i,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
936,American Pie,Don McLean,spotify:track:1fDsrQ23eTAVFElUMaf38X,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,516893,4
937,Champagne Supernova,Oasis,spotify:track:6EMynpZ10GVcwVqiLZj6Ye,0.303,0.853,2,-2.26,1,0.0366,0.223,0.00159,0.361,0.119,150.381,450507,4
938,Love Will Tear Us Apart - 2020 Remaster,Joy Division,spotify:track:34iOH7LY3vme5rQxsVILZ4,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,208453,4
939,What's Going On,Marvin Gaye,spotify:track:3Um9toULmYFGCpvaIPFw7l,0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96,233000,4
940,Total Eclipse of the Heart,Bonnie Tyler,spotify:track:7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,4
941,All of Me,John Legend,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
942,Tiny Dancer,Elton John,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4
943,The Cave,Mumford & Sons,spotify:track:3vUn7FE3ZaQgJmkhIrIirF,0.594,0.51,4,-9.621,1,0.0383,0.047,7.27e-05,0.0959,0.368,141.979,217984,4
944,Kom Terug,Spinvis,spotify:track:4ovxUTMs3Mi7ntZS2tJojk,0.501,0.725,5,-5.637,1,0.0257,0.0149,0.000492,0.204,0.233,97.001,230827,3
945,L.A. Woman,The Doors,spotify:track:6DmfWj5kOa1fX8AwN9byOn,0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633,471160,4
946,Without Me,Eminem,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
947,Psycho Killer - 2005 Remaster,Talking Heads,spotify:track:1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4
948,Tribute,Tenacious D,spotify:track:6crBy2sODw2HS53xquM6us,0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,248053,4
949,Never Tear Us Apart,INXS,spotify:track:1qQSRy9DjrGh3jtsSCU6B1,0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694,3
950,The Power Of Love,Frankie Goes To Hollywood,spotify:track:1GbyYL0B0Mjn3kSbrEwKKI,0.46,0.162,5,-17.142,0,0.0335,0.376,1.25e-05,0.181,0.102,122.767,332507,4
951,Time To Say Goodbye,Sarah Brightman,spotify:track:3VAICuY2ax2yCLT7EhNeZE,0.237,0.476,7,-6.96,1,0.0326,0.876,0.00217,0.0962,0.391,105.54,245627,4
952,Message In A Bottle,The Police,spotify:track:1oYYd2gnWZYrt89EBXdFiO,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,4
953,Can I Play with Madness - 2015 Remaster,Iron Maiden,spotify:track:1zKbiwjKDewjVQlb1nHFRd,0.313,0.981,2,-3.491,1,0.0981,0.0891,0.0,0.264,0.631,140.56,211253,1
954,Leningrad,Billy Joel,spotify:track:5P9EZpsQy7pBrxosDozOgZ,0.508,0.52,2,-6.32,1,0.0273,0.38,5.91e-06,0.117,0.233,138.782,242707,4
955,Dreamer,Supertramp,spotify:track:5z4ljpMLi1LTF8UG9P53fH,0.664,0.414,5,-14.113,1,0.0675,0.864,0.0367,0.0813,0.831,147.883,213236,4
956,Bloedend Hart,De Dijk,spotify:track:21UjnG4SVJlOO4WDrUBaTJ,0.641,0.64,11,-6.432,0,0.0538,0.336,1.87e-06,0.0973,0.67,114.991,226693,3
957,Unfinished Sympathy,Massive Attack,spotify:track:28jaG0nLqlijtHGQzZqGWK,0.595,0.715,7,-12.393,1,0.0303,0.025,0.182,0.192,0.709,114.408,316160,4
958,Changes,2Pac,spotify:track:1ofhfV90EnYhEr7Un2fWiv,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,268827,4
959,Hammer To Fall - Remastered 2011,Queen,spotify:track:30U2ANWm8iFBRiYX3USS5H,0.429,0.789,9,-4.948,1,0.0905,0.317,3.4e-05,0.128,0.51,126.746,218320,4
960,Limburg - Live,Rowwen Hèze,spotify:track:65VVNuiRSu8ygJ8rwCOgfm,0.229,0.934,2,-4.909,1,0.17,0.291,3.14e-06,0.932,0.285,156.719,403067,4
961,Penny Lane,The Beatles,spotify:track:1sjmKmR4u9xDeJHjDCn2bZ,0.633,0.385,9,-9.967,1,0.0358,0.411,8.72e-05,0.095,0.647,113.956,182053,4
962,Jump,Van Halen,spotify:track:6Fba9RZtC6vTY814JToDtP,0.542,0.822,0,-7.201,1,0.0291,0.0745,0.00947,0.0645,0.772,130.011,239560,4
963,You'll Be In My Heart,Phil Collins,spotify:track:4Y8vb1uy9IjM2V1hqvrAid,0.568,0.748,8,-6.54,1,0.0299,0.0626,2.18e-06,0.0947,0.623,96.59,256733,4
964,Alors on danse - Radio Edit,Stromae,spotify:track:2GYHyAoLWpkxLVa4oYTVko,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,206067,4
965,Whatever You Want,Status Quo,spotify:track:2PkOmx1S4XOwPU1Pgyaoig,0.552,0.549,2,-11.396,1,0.0447,0.853,0.00465,0.183,0.42,122.528,242000,4
966,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,spotify:track:0iOZM63lendWRTTeKhZBSC,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4
967,Cowboys and Angels,George Michael,spotify:track:7AfzZ0JxDreChBbtXT5SuO,0.577,0.512,10,-13.032,0,0.0287,0.0417,6.54e-05,0.127,0.285,128.087,434867,3
968,I See Fire,Ed Sheeran,spotify:track:1fu5IQSRgPxJL2OTP7FVLW,0.633,0.0519,10,-21.107,0,0.0365,0.562,0.0,0.097,0.204,76.034,300747,4
969,Guaranteed,Eddie Vedder,spotify:track:4LGF2tDg3878bs0mQPByZ4,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734,164500,4
970,The Final Countdown,Europe,spotify:track:3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4
971,Tonight (With David Bowie) - Live,Tina Turner,spotify:track:1RKreBdhKUXDXTZWY9Mu7v,0.593,0.722,4,-12.516,1,0.0465,0.195,0.00108,0.933,0.719,101.539,255000,4
972,Hey Brother,Avicii,spotify:track:4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4
973,Happier Than Ever,Billie Eilish,spotify:track:4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3
974,A Different Corner,George Michael,spotify:track:6khoye7kysa6cLGY0AO9dO,0.263,0.286,6,-10.34,1,0.0335,0.857,0.00898,0.105,0.151,99.001,243533,4
975,River Deep - Mountain High,Ike & Tina Turner,spotify:track:44BmNSqH9uZV5OfIjGcER3,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4
976,Life on Mars? - 2015 Remaster,David Bowie,spotify:track:3ZE3wv8V3w2T2f7nOCjV0N,0.445,0.384,10,-14.642,1,0.0417,0.635,7.74e-05,0.0539,0.216,123.295,235987,4
977,Kiss from a Rose,Seal,spotify:track:3YKptz29AsOlm7WAVnztBh,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,288427,3
978,Nightswimming,R.E.M.,spotify:track:6G0NzOx2jEPFsSmhr9N8Ys,0.566,0.385,7,-11.272,1,0.0304,0.796,7.63e-06,0.103,0.571,114.227,258067,4
979,Wonderful Tonight,Eric Clapton,spotify:track:6zC0mpGYwbNTpk9SKwh08f,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,225027,4
980,Fantasy,"Earth, Wind & Fire",spotify:track:2GH5jo15wbTv1Ll7zXEzSg,0.608,0.745,4,-8.772,0,0.0857,0.323,0.00428,0.135,0.614,88.941,277413,4
981,Scar Tissue,Red Hot Chili Peppers,spotify:track:1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4
982,Exit Music (For A Film),Radiohead,spotify:track:0z1o5L7HJx562xZSATcIpY,0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,267187,4
983,Golden,Harry Styles,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4
984,Numb / Encore,JAY-Z,spotify:track:5sNESr6pQfIhL3krM8CtZn,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,205733,4
985,What A Wonderful World,Louis Armstrong,spotify:track:29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227,4
986,Wild Horses - 2009 Mix,The Rolling Stones,spotify:track:52dm9op3rbfAkc1LGXgipW,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773,4
987,Wasted Years - 2015 Remaster,Iron Maiden,spotify:track:2V0T2LS0pf2r3EFpOEkZFO,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,309640,4
988,Immigrant Song - Remaster,Led Zeppelin,spotify:track:78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4
989,Somebody That I Used To Know,Gotye,spotify:track:4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4
990,The Less I Know The Better,Tame Impala,spotify:track:6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
991,Little Black Submarines,The Black Keys,spotify:track:1PXsUXSM3LF2XNSkmIldPb,0.365,0.466,2,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163,251267,4
992,Thinking of a Place,The War On Drugs,spotify:track:4Sd5tbNP4q8wS64abqwfkN,0.481,0.632,11,-7.117,1,0.0333,0.385,0.0817,0.116,0.156,103.323,670667,4
993,Otherside,Red Hot Chili Peppers,spotify:track:64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,4
994,Let's Dance - 2018 Remaster,David Bowie,spotify:track:3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,457676,4
995,(Don't Fear) The Reaper,Blue Öyster Cult,spotify:track:5QTxFnGygVM4jFQiBovmRo,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
996,Grijs,Jaap Reesema,spotify:track:64hayhfzodjwBrQcZ69SVp,0.555,0.328,0,-10.356,1,0.0289,0.515,0.0,0.153,0.303,139.763,180773,4
997,She,Elvis Costello,spotify:track:31Tp5iKrVUayn65qhg06nE,0.333,0.28,1,-12.87,1,0.032,0.427,1.88e-06,0.13,0.276,130.876,187720,4
998,Circle Of Life,Elton John,spotify:track:7em38Hh2sKwnZ1HDgxvg82,0.276,0.607,10,-8.089,1,0.0369,0.283,0.44,0.107,0.157,160.45,290093,4
999,Happy New Year,ABBA,spotify:track:4AsvGVDWs16fqIiIdDzyvX,0.51,0.375,9,-9.185,1,0.0288,0.813,0.0,0.145,0.25,132.552,263693,4
1000,New Year's Day,U2,spotify:track:2CwMxEXxMiLRrKPLjQLmne,0.518,0.803,8,-6.337,0,0.0318,0.00151,0.0246,0.612,0.633,133.462,257040,4
1001,Always,Bon Jovi,spotify:track:2RChe0r2cMoyOvuKobZy44,0.383,0.659,4,-5.558,1,0.0312,0.117,0.0,0.0778,0.327,140.795,353027,4
1002,Onderuit,De Dijk,spotify:track:1t7ncjyHSvVZDgYXaqzhIA,0.677,0.574,7,-9.458,0,0.0268,0.102,0.113,0.0873,0.651,118.214,313027,4
1003,Dansen Aan Zee,BLØF,spotify:track:6hC1xBNYMVK4acdnEXaZVD,0.348,0.431,7,-10.546,1,0.0333,0.16,0.0,0.0969,0.257,193.753,274867,3
1004,Ren Lenny Ren,Acda en de Munnik,spotify:track:2ooeXnyWU4oW29aba4paNe,0.506,0.873,7,-4.67,1,0.0454,0.0128,0.0,0.326,0.434,109.575,233440,4
1005,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,spotify:track:3D8dwH690MXQRhtIZTSS9c,0.406,0.188,7,-13.039,1,0.0324,0.852,0.0,0.105,0.629,120.757,245533,4
1006,Sweet Goodbyes,Krezip,spotify:track:4NH0G33zApUnRNsSK0CwuN,0.629,0.332,11,-9.207,1,0.0269,0.738,0.0,0.105,0.465,110.005,192853,4
1007,Bliss,Muse,spotify:track:09oOhscdjOI4JzxgP9t0x3,0.447,0.8,0,-9.482,0,0.047,0.000258,0.00206,0.113,0.251,127.956,251147,4
1008,Samba Pa Ti,Santana,spotify:track:35fC3Wq3slX4OBfyvBVmHm,0.407,0.358,9,-12.908,0,0.0343,0.829,0.424,0.0827,0.267,92.292,284800,4
1009,Slippery People - Live,Talking Heads,spotify:track:2WDvW3o8WeGN4v4cpsYVhT,0.637,0.851,9,-8.127,0,0.0437,0.216,0.0365,0.68,0.84,110.892,240960,4
1010,Alone,Heart,spotify:track:54b8qPFqYqIndfdxiLApea,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4
1011,Sometimes It Snows in April,Prince,spotify:track:1Az0fhiWi0EVS4cZ3FF20X,0.494,0.0644,4,-23.939,1,0.0402,0.833,0.0,0.0969,0.0622,103.757,409000,4
1012,Geef Mij Je Angst,Guus Meeuwis,spotify:track:1dHkLKpYhYiJ7tPThULrbK,0.367,0.561,8,-11.075,1,0.05,0.752,2.44e-06,0.965,0.417,80.838,224133,4
1013,Who'll Stop The Rain,Creedence Clearwater Revival,spotify:track:3Bh6uInhcVBVvLraGZdkKD,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,147493,4
1014,Dirty Diana,Michael Jackson,spotify:track:6JZYMxvcoeLD4IifJPvDux,0.741,0.799,3,-4.56,1,0.062,0.239,0.000795,0.421,0.348,131.383,280600,4
1015,Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7e89621JPkKaeDSTQ3avtg,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4
1016,Badlands,Bruce Springsteen,spotify:track:0M1YQiRGel1tTMjA3orfRd,0.609,0.777,4,-7.548,1,0.0487,0.0862,1.16e-05,0.278,0.852,122.612,242453,4
1017,How Deep Is Your Love,Bee Gees,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,245200,4
1018,Cold Heart - PNAU Remix,Elton John,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
1019,Would? (2022 Remaster),Alice In Chains,spotify:track:5sFDReWLrZHLFZFjHsjUTS,0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773,4
1020,Down Under,Men At Work,spotify:track:46RVKt5Edm1zl0rXhPJZxz,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867,4
1021,Suzanne,Leonard Cohen,spotify:track:2L93TdW2GMue1H2zlkt30F,0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.352,132.151,229293,4
1022,Feel,Robbie Williams,spotify:track:2Ms33RTRCT6gArrpcrPxmo,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,263867,4
1023,Like The Way I Do,Melissa Etheridge,spotify:track:3Fe3L3N5pGaa0BBT4eVypZ,0.596,0.835,2,-13.021,0,0.0418,0.0418,1.11e-05,0.059,0.637,101.359,324333,4
1024,War,Kensington,spotify:track:6mEl7vK6usgdsNm4QFHeEd,0.641,0.806,8,-6.281,1,0.0323,0.079,0.00158,0.0708,0.721,125.987,176653,4
1025,Friday I'm in Love,The Cure,spotify:track:263aNAQCeFSWipk896byo6,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,214400,4
1026,Shape Of My Heart,Sting,spotify:track:6CKoWCWAqEVWVjpeoJXyNH,0.537,0.373,6,-10.081,0,0.0331,0.691,0.000915,0.083,0.244,83.936,279227,4
1027,Ironic,Alanis Morissette,spotify:track:29YBihzQOmat0U74k4ukdx,0.456,0.635,11,-5.731,1,0.0573,0.245,0.0,0.194,0.293,170.652,228573,4
1028,Hey Joe,Jimi Hendrix,spotify:track:0NWPxcsf5vdjdiFUI8NgkP,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4
1029,The Real Slim Shady,Eminem,spotify:track:3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,4
1030,Respect,Aretha Franklin,spotify:track:7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4
